Cosmology WMAP:,  71, 0.27, 0.73, 0.
      z,       DA (Mpc)
      0.1142,  422.5008
      0.1143,  422.8195
      0.1144,  423.1462
      0.1145,  423.4648
      0.1146,  423.7914
      0.1147,  424.1096
      0.1148,  424.4359
      0.1149,  424.7539
      0.1150,  425.0799
      0.1151,  425.4058
      0.1152,  425.7235
      0.1153,  426.0492
      0.1154,  426.3667
      0.1155,  426.6920
      0.1156,  427.0092
      0.1157,  427.3343
      0.1158,  427.6593
      0.1159,  427.9761
      0.1160,  428.3010
      0.1161,  428.6176
      0.1162,  428.9421
      0.1163,  429.2665
      0.1164,  429.5827
      0.1165,  429.9069
      0.1166,  430.2229
      0.1167,  430.5469
      0.1168,  430.8707
      0.1169,  431.1863
      0.1170,  431.5098
      0.1171,  431.8332
      0.1172,  432.1484
      0.1173,  432.4716
      0.1174,  432.7947
      0.1175,  433.1096
      0.1176,  433.4325
      0.1177,  433.7551
      0.1178,  434.0777
      0.1179,  434.3921
      0.1180,  434.7144
      0.1181,  435.0366
      0.1182,  435.3507
      0.1183,  435.6726
      0.1184,  435.9945
      0.1185,  436.3162
      0.1186,  436.6298
      0.1187,  436.9513
      0.1188,  437.2726
      0.1189,  437.5939
      0.1190,  437.9070
      0.1191,  438.2280
      0.1192,  438.5488
      0.1193,  438.8695
      0.1194,  439.1901
      0.1195,  439.5026
      0.1196,  439.8230
      0.1197,  440.1433
      0.1198,  440.4634
      0.1199,  440.7834
      0.1200,  441.1033
      0.1201,  441.4151
      0.1202,  441.7347
      0.1203,  442.0542
      0.1204,  442.3737
      0.1205,  442.6930
      0.1206,  443.0121
      0.1207,  443.3312
      0.1208,  443.6421
      0.1209,  443.9609
      0.1210,  444.2796
      0.1211,  444.5982
      0.1212,  444.9167
      0.1213,  445.2350
      0.1214,  445.5531
      0.1215,  445.8712
      0.1216,  446.1891
      0.1217,  446.5070
      0.1218,  446.8248
      0.1219,  447.1424
      0.1220,  447.4598
      0.1221,  447.7692
      0.1222,  448.0864
      0.1223,  448.4035
      0.1224,  448.7205
      0.1225,  449.0375
      0.1226,  449.3542
      0.1227,  449.6708
      0.1228,  449.9873
      0.1229,  450.3037
      0.1230,  450.6200
      0.1231,  450.9361
      0.1232,  451.2523
      0.1233,  451.5761
      0.1234,  451.8919
      0.1235,  452.2076
      0.1236,  452.5231
      0.1237,  452.8385
      0.1238,  453.1538
      0.1239,  453.4691
      0.1240,  453.7842
      0.1241,  454.0991
      0.1242,  454.4139
      0.1243,  454.7287
      0.1244,  455.0432
      0.1245,  455.3577
      0.1246,  455.6722
      0.1247,  455.9943
      0.1248,  456.3084
      0.1249,  456.6224
      0.1250,  456.9363
      0.1251,  457.2500
      0.1252,  457.5637
      0.1253,  457.8773
      0.1254,  458.1986
      0.1255,  458.5119
      0.1256,  458.8250
      0.1257,  459.1381
      0.1258,  459.4510
      0.1259,  459.7638
      0.1260,  460.0844
      0.1261,  460.3970
      0.1262,  460.7095
      0.1263,  461.0219
      0.1264,  461.3341
      0.1265,  461.6540
      0.1266,  461.9660
      0.1267,  462.2779
      0.1268,  462.5896
      0.1269,  462.9091
      0.1270,  463.2207
      0.1271,  463.5320
      0.1272,  463.8433
      0.1273,  464.1623
      0.1274,  464.4734
      0.1275,  464.7843
      0.1276,  465.1031
      0.1277,  465.4137
      0.1278,  465.7243
      0.1279,  466.0347
      0.1280,  466.3529
      0.1281,  466.6631
      0.1282,  466.9732
      0.1283,  467.2911
      0.1284,  467.6010
      0.1285,  467.9107
      0.1286,  468.2282
      0.1287,  468.5377
      0.1288,  468.8471
      0.1289,  469.1641
      0.1290,  469.4734
      0.1291,  469.7903
      0.1292,  470.0992
      0.1293,  470.4080
      0.1294,  470.7245
      0.1295,  471.0331
      0.1296,  471.3493
      0.1297,  471.6577
      0.1298,  471.9659
      0.1299,  472.2819
      0.1300,  472.5899
      0.1301,  472.9055
      0.1302,  473.2133
      0.1303,  473.5287
      0.1304,  473.8363
      0.1305,  474.1437
      0.1306,  474.4588
      0.1307,  474.7660
      0.1308,  475.0808
      0.1309,  475.3878
      0.1310,  475.7024
      0.1311,  476.0092
      0.1312,  476.3236
      0.1313,  476.6300
      0.1314,  476.9442
      0.1315,  477.2504
      0.1316,  477.5643
      0.1317,  477.8703
      0.1318,  478.1841
      0.1319,  478.4976
      0.1320,  478.8033
      0.1321,  479.1166
      0.1322,  479.4221
      0.1323,  479.7351
      0.1324,  480.0403
      0.1325,  480.3533
      0.1326,  480.6660
      0.1327,  480.9709
      0.1328,  481.2833
      0.1329,  481.5879
      0.1330,  481.9002
      0.1331,  482.2124
      0.1332,  482.5167
      0.1333,  482.8286
      0.1334,  483.1326
      0.1335,  483.4443
      0.1336,  483.7559
      0.1337,  484.0596
      0.1338,  484.3708
      0.1339,  484.6821
      0.1340,  484.9854
      0.1341,  485.2965
      0.1342,  485.6074
      0.1343,  485.9104
      0.1344,  486.2210
      0.1345,  486.5315
      0.1346,  486.8342
      0.1347,  487.1444
      0.1348,  487.4547
      0.1349,  487.7647
      0.1350,  488.0669
      0.1351,  488.3767
      0.1352,  488.6864
      0.1353,  488.9883
      0.1354,  489.2977
      0.1355,  489.6072
      0.1356,  489.9164
      0.1357,  490.2178
      0.1358,  490.5268
      0.1359,  490.8357
      0.1360,  491.1444
      0.1361,  491.4531
      0.1362,  491.7540
      0.1363,  492.0624
      0.1364,  492.3707
      0.1365,  492.6789
      0.1366,  492.9870
      0.1367,  493.2872
      0.1368,  493.5951
      0.1369,  493.9029
      0.1370,  494.2105
      0.1371,  494.5180
      0.1372,  494.8254
      0.1373,  495.1327
      0.1374,  495.4321
      0.1375,  495.7391
      0.1376,  496.0461
      0.1377,  496.3530
      0.1378,  496.6596
      0.1379,  496.9662
      0.1380,  497.2726
      0.1381,  497.5790
      0.1382,  497.8853
      0.1383,  498.1837
      0.1384,  498.4897
      0.1385,  498.7957
      0.1386,  499.1013
      0.1387,  499.4070
      0.1388,  499.7126
      0.1389,  500.0180
      0.1390,  500.3234
      0.1391,  500.6287
      0.1392,  500.9337
      0.1393,  501.2386
      0.1394,  501.5435
      0.1395,  501.8483
      0.1396,  502.1528
      0.1397,  502.4575
      0.1398,  502.7618
      0.1399,  503.0661
      0.1400,  503.3703
      0.1401,  503.6743
      0.1402,  503.9783
      0.1403,  504.2821
      0.1404,  504.5859
      0.1405,  504.8895
      0.1406,  505.1929
      0.1407,  505.4963
      0.1408,  505.7996
      0.1409,  506.1027
      0.1410,  506.4057
      0.1411,  506.7164
      0.1412,  507.0192
      0.1413,  507.3219
      0.1414,  507.6245
      0.1415,  507.9269
      0.1416,  508.2292
      0.1417,  508.5314
      0.1418,  508.8335
      0.1419,  509.1355
      0.1420,  509.4375
      0.1421,  509.7469
      0.1422,  510.0486
      0.1423,  510.3501
      0.1424,  510.6516
      0.1425,  510.9529
      0.1426,  511.2541
      0.1427,  511.5629
      0.1428,  511.8639
      0.1429,  512.1647
      0.1430,  512.4655
      0.1431,  512.7661
      0.1432,  513.0742
      0.1433,  513.3747
      0.1434,  513.6750
      0.1435,  513.9753
      0.1436,  514.2753
      0.1437,  514.5829
      0.1438,  514.8828
      0.1439,  515.1824
      0.1440,  515.4821
      0.1441,  515.7893
      0.1442,  516.0887
      0.1443,  516.3879
      0.1444,  516.6871
      0.1445,  516.9938
      0.1446,  517.2927
      0.1447,  517.5915
      0.1448,  517.8980
      0.1449,  518.1966
      0.1450,  518.4951
      0.1451,  518.8011
      0.1452,  519.0994
      0.1453,  519.3975
      0.1454,  519.6955
      0.1455,  520.0012
      0.1456,  520.2990
      0.1457,  520.6043
      0.1458,  520.9019
      0.1459,  521.1993
      0.1460,  521.5043
      0.1461,  521.8015
      0.1462,  522.0988
      0.1463,  522.4034
      0.1464,  522.7003
      0.1465,  523.0048
      0.1466,  523.3015
      0.1467,  523.5980
      0.1468,  523.9021
      0.1469,  524.1985
      0.1470,  524.5024
      0.1471,  524.7985
      0.1472,  525.0945
      0.1473,  525.3980
      0.1474,  525.6938
      0.1475,  525.9971
      0.1476,  526.2928
      0.1477,  526.5958
      0.1478,  526.8912
      0.1479,  527.1940
      0.1480,  527.4891
      0.1481,  527.7917
      0.1482,  528.0866
      0.1483,  528.3890
      0.1484,  528.6838
      0.1485,  528.9859
      0.1486,  529.2803
      0.1487,  529.5823
      0.1488,  529.8765
      0.1489,  530.1782
      0.1490,  530.4724
      0.1491,  530.7738
      0.1492,  531.0676
      0.1493,  531.3688
      0.1494,  531.6624
      0.1495,  531.9634
      0.1496,  532.2643
      0.1497,  532.5576
      0.1498,  532.8582
      0.1499,  533.1513
      0.1500,  533.4518
      0.1501,  533.7522
      0.1502,  534.0449
      0.1503,  534.3450
      0.1504,  534.6374
      0.1505,  534.9373
      0.1506,  535.2372
      0.1507,  535.5294
      0.1508,  535.8289
      0.1509,  536.1284
      0.1510,  536.4202
      0.1511,  536.7194
      0.1512,  537.0185
      0.1513,  537.3101
      0.1514,  537.6089
      0.1515,  537.9078
      0.1516,  538.1989
      0.1517,  538.4975
      0.1518,  538.7959
      0.1519,  539.0867
      0.1520,  539.3851
      0.1521,  539.6832
      0.1522,  539.9811
      0.1523,  540.2715
      0.1524,  540.5693
      0.1525,  540.8669
      0.1526,  541.1646
      0.1527,  541.4546
      0.1528,  541.7520
      0.1529,  542.0491
      0.1530,  542.3463
      0.1531,  542.6357
      0.1532,  542.9327
      0.1533,  543.2294
      0.1534,  543.5262
      0.1535,  543.8153
      0.1536,  544.1117
      0.1537,  544.4080
      0.1538,  544.7043
      0.1539,  545.0004
      0.1540,  545.2964
      0.1541,  545.5849
      0.1542,  545.8807
      0.1543,  546.1763
      0.1544,  546.4719
      0.1545,  546.7674
      0.1546,  547.0627
      0.1547,  547.3580
      0.1548,  547.6458
      0.1549,  547.9407
      0.1550,  548.2357
      0.1551,  548.5305
      0.1552,  548.8251
      0.1553,  549.1197
      0.1554,  549.4141
      0.1555,  549.7087
      0.1556,  550.0029
      0.1557,  550.2970
      0.1558,  550.5836
      0.1559,  550.8774
      0.1560,  551.1713
      0.1561,  551.4650
      0.1562,  551.7587
      0.1563,  552.0521
      0.1564,  552.3455
      0.1565,  552.6387
      0.1566,  552.9318
      0.1567,  553.2249
      0.1568,  553.5179
      0.1569,  553.8108
      0.1570,  554.1035
      0.1571,  554.3961
      0.1572,  554.6885
      0.1573,  554.9810
      0.1574,  555.2732
      0.1575,  555.5654
      0.1576,  555.8574
      0.1577,  556.1494
      0.1578,  556.4413
      0.1579,  556.7330
      0.1580,  557.0247
      0.1581,  557.3162
      0.1582,  557.6150
      0.1583,  557.9063
      0.1584,  558.1974
      0.1585,  558.4886
      0.1586,  558.7796
      0.1587,  559.0704
      0.1588,  559.3612
      0.1589,  559.6519
      0.1590,  559.9423
      0.1591,  560.2328
      0.1592,  560.5307
      0.1593,  560.8209
      0.1594,  561.1109
      0.1595,  561.4009
      0.1596,  561.6908
      0.1597,  561.9805
      0.1598,  562.2702
      0.1599,  562.5673
      0.1600,  562.8568
      0.1601,  563.1461
      0.1602,  563.4352
      0.1603,  563.7244
      0.1604,  564.0134
      0.1605,  564.3098
      0.1606,  564.5986
      0.1607,  564.8874
      0.1608,  565.1759
      0.1609,  565.4718
      0.1610,  565.7601
      0.1611,  566.0484
      0.1612,  566.3365
      0.1613,  566.6247
      0.1614,  566.9200
      0.1615,  567.2078
      0.1616,  567.4955
      0.1617,  567.7831
      0.1618,  568.0781
      0.1619,  568.3654
      0.1620,  568.6529
      0.1621,  568.9474
      0.1622,  569.2345
      0.1623,  569.5214
      0.1624,  569.8157
      0.1625,  570.1024
      0.1626,  570.3890
      0.1627,  570.6757
      0.1628,  570.9695
      0.1629,  571.2559
      0.1630,  571.5494
      0.1631,  571.8356
      0.1632,  572.1215
      0.1633,  572.4148
      0.1634,  572.7007
      0.1635,  572.9863
      0.1636,  573.2792
      0.1637,  573.5647
      0.1638,  573.8500
      0.1639,  574.1427
      0.1640,  574.4278
      0.1641,  574.7203
      0.1642,  575.0053
      0.1643,  575.2900
      0.1644,  575.5822
      0.1645,  575.8667
      0.1646,  576.1586
      0.1647,  576.4430
      0.1648,  576.7346
      0.1649,  577.0189
      0.1650,  577.3103
      0.1651,  577.5943
      0.1652,  577.8782
      0.1653,  578.1693
      0.1654,  578.4529
      0.1655,  578.7438
      0.1656,  579.0272
      0.1657,  579.3180
      0.1658,  579.6012
      0.1659,  579.8917
      0.1660,  580.1747
      0.1661,  580.4650
      0.1662,  580.7477
      0.1663,  581.0377
      0.1664,  581.3278
      0.1665,  581.6102
      0.1666,  581.9000
      0.1667,  582.1823
      0.1668,  582.4717
      0.1669,  582.7538
      0.1670,  583.0430
      0.1671,  583.3250
      0.1672,  583.6141
      0.1673,  583.9030
      0.1674,  584.1846
      0.1675,  584.4733
      0.1676,  584.7546
      0.1677,  585.0432
      0.1678,  585.3317
      0.1679,  585.6127
      0.1680,  585.9009
      0.1681,  586.1816
      0.1682,  586.4696
      0.1683,  586.7576
      0.1684,  587.0380
      0.1685,  587.3258
      0.1686,  587.6134
      0.1687,  587.8935
      0.1688,  588.1808
      0.1689,  588.4681
      0.1690,  588.7479
      0.1691,  589.0350
      0.1692,  589.3220
      0.1693,  589.6016
      0.1694,  589.8882
      0.1695,  590.1749
      0.1696,  590.4614
      0.1697,  590.7405
      0.1698,  591.0267
      0.1699,  591.3130
      0.1700,  591.5991
      0.1701,  591.8778
      0.1702,  592.1636
      0.1703,  592.4495
      0.1704,  592.7351
      0.1705,  593.0133
      0.1706,  593.2989
      0.1707,  593.5843
      0.1708,  593.8694
      0.1709,  594.1473
      0.1710,  594.4324
      0.1711,  594.7173
      0.1712,  595.0020
      0.1713,  595.2869
      0.1714,  595.5642
      0.1715,  595.8487
      0.1716,  596.1331
      0.1717,  596.4174
      0.1718,  596.7015
      0.1719,  596.9856
      0.1720,  597.2697
      0.1721,  597.5463
      0.1722,  597.8300
      0.1723,  598.1136
      0.1724,  598.3972
      0.1725,  598.6806
      0.1726,  598.9640
      0.1727,  599.2472
      0.1728,  599.5305
      0.1729,  599.8063
      0.1730,  600.0891
      0.1731,  600.3719
      0.1732,  600.6546
      0.1733,  600.9373
      0.1734,  601.2197
      0.1735,  601.5021
      0.1736,  601.7845
      0.1737,  602.0667
      0.1738,  602.3488
      0.1739,  602.6307
      0.1740,  602.9125
      0.1741,  603.1943
      0.1742,  603.4760
      0.1743,  603.7577
      0.1744,  604.0391
      0.1745,  604.3205
      0.1746,  604.6017
      0.1747,  604.8828
      0.1748,  605.1639
      0.1749,  605.4448
      0.1750,  605.7257
      0.1751,  606.0064
      0.1752,  606.2870
      0.1753,  606.5675
      0.1754,  606.8480
      0.1755,  607.1282
      0.1756,  607.4084
      0.1757,  607.6887
      0.1758,  607.9686
      0.1759,  608.2485
      0.1760,  608.5283
      0.1761,  608.8079
      0.1762,  609.0875
      0.1763,  609.3670
      0.1764,  609.6537
      0.1765,  609.9329
      0.1766,  610.2121
      0.1767,  610.4911
      0.1768,  610.7701
      0.1769,  611.0489
      0.1770,  611.3276
      0.1771,  611.6064
      0.1772,  611.8922
      0.1773,  612.1706
      0.1774,  612.4489
      0.1775,  612.7271
      0.1776,  613.0052
      0.1777,  613.2832
      0.1778,  613.5685
      0.1779,  613.8463
      0.1780,  614.1240
      0.1781,  614.4016
      0.1782,  614.6791
      0.1783,  614.9637
      0.1784,  615.2410
      0.1785,  615.5182
      0.1786,  615.7954
      0.1787,  616.0723
      0.1788,  616.3564
      0.1789,  616.6332
      0.1790,  616.9099
      0.1791,  617.1864
      0.1792,  617.4702
      0.1793,  617.7465
      0.1794,  618.0228
      0.1795,  618.2990
      0.1796,  618.5822
      0.1797,  618.8582
      0.1798,  619.1340
      0.1799,  619.4171
      0.1800,  619.6926
      0.1801,  619.9682
      0.1802,  620.2437
      0.1803,  620.5261
      0.1804,  620.8014
      0.1805,  621.0765
      0.1806,  621.3587
      0.1807,  621.6338
      0.1808,  621.9086
      0.1809,  622.1904
      0.1810,  622.4651
      0.1811,  622.7468
      0.1812,  623.0212
      0.1813,  623.2955
      0.1814,  623.5768
      0.1815,  623.8511
      0.1816,  624.1251
      0.1817,  624.4061
      0.1818,  624.6799
      0.1819,  624.9608
      0.1820,  625.2344
      0.1821,  625.5079
      0.1822,  625.7885
      0.1823,  626.0618
      0.1824,  626.3422
      0.1825,  626.6152
      0.1826,  626.8954
      0.1827,  627.1683
      0.1828,  627.4481
      0.1829,  627.7210
      0.1830,  627.9935
      0.1831,  628.2731
      0.1832,  628.5455
      0.1833,  628.8249
      0.1834,  629.0971
      0.1835,  629.3763
      0.1836,  629.6484
      0.1837,  629.9274
      0.1838,  630.1992
      0.1839,  630.4780
      0.1840,  630.7495
      0.1841,  631.0281
      0.1842,  631.3065
      0.1843,  631.5780
      0.1844,  631.8562
      0.1845,  632.1273
      0.1846,  632.4053
      0.1847,  632.6762
      0.1848,  632.9541
      0.1849,  633.2247
      0.1850,  633.5026
      0.1851,  633.7801
      0.1852,  634.0505
      0.1853,  634.3278
      0.1854,  634.5979
      0.1855,  634.8751
      0.1856,  635.1521
      0.1857,  635.4221
      0.1858,  635.6990
      0.1859,  635.9686
      0.1860,  636.2452
      0.1861,  636.5218
      0.1862,  636.7911
      0.1863,  637.0674
      0.1864,  637.3438
      0.1865,  637.6129
      0.1866,  637.8889
      0.1867,  638.1649
      0.1868,  638.4335
      0.1869,  638.7093
      0.1870,  638.9849
      0.1871,  639.2535
      0.1872,  639.5289
      0.1873,  639.8042
